Date,Region,Service_Category,Total_Requests,Online_Requests,Offline_Requests,Successful_Requests,Failed_Requests,Avg_Response_Time_sec,Customer_Satisfaction_Score
2025-02-02,Baku,E-Government,64,50,14,54,10,1.97,3.69
2025-02-02,Baku,Digital ID,184,160,24,165,19,2.37,4.16
2025-02-02,Baku,Online Payments,236,155,81,214,22,2.3,3.9
2025-02-02,Baku,Business Registration,147,123,24,135,12,4.8,4.45
2025-02-02,Baku,Citizen Portal,74,54,20,63,11,2.49,4.8
2025-02-02,Ganja,E-Government,216,168,48,189,27,4.0,4.36
2025-02-02,Ganja,Digital ID,222,187,35,212,10,4.65,3.93
2025-02-02,Ganja,Online Payments,236,157,79,221,15,1.82,4.16
2025-02-02,Ganja,Business Registration,160,102,58,151,9,2.48,4.4
2025-02-02,Ganja,Citizen Portal,189,135,54,173,16,3.43,4.07
2025-02-02,Sumgait,E-Government,296,194,102,269,27,1.53,3.54
2025-02-02,Sumgait,Digital ID,185,142,43,170,15,5.01,4.34
2025-02-02,Sumgait,Online Payments,126,79,47,122,4,4.61,4.73
2025-02-02,Sumgait,Business Registration,71,54,17,66,5,1.68,4.92
2025-02-02,Sumgait,Citizen Portal,159,117,42,144,15,5.25,4.98
2025-02-02,Lankaran,E-Government,237,150,87,217,20,2.48,4.04
2025-02-02,Lankaran,Digital ID,220,177,43,207,13,1.69,4.89
2025-02-02,Lankaran,Online Payments,92,70,22,79,13,1.52,4.51
2025-02-02,Lankaran,Business Registration,228,159,69,216,12,3.15,4.48
2025-02-02,Lankaran,Citizen Portal,269,188,81,234,35,1.89,4.94
2025-02-02,Shaki,E-Government,185,141,44,180,5,1.96,4.24
2025-02-02,Shaki,Digital ID,246,154,92,214,32,4.69,4.52
2025-02-02,Shaki,Online Payments,296,187,109,264,32,4.63,4.16
2025-02-02,Shaki,Business Registration,160,112,48,152,8,5.47,3.86
2025-02-02,Shaki,Citizen Portal,287,254,33,271,16,3.46,4.45
2025-02-02,Nakhchivan,E-Government,220,196,24,192,28,4.7,4.0
2025-02-02,Nakhchivan,Digital ID,232,158,74,219,13,2.99,4.28
2025-02-02,Nakhchivan,Online Payments,229,196,33,196,33,4.27,3.71
2025-02-02,Nakhchivan,Business Registration,276,203,73,258,18,3.97,4.35
2025-02-02,Nakhchivan,Citizen Portal,199,127,72,186,13,3.08,3.7
2025-02-03,Baku,E-Government,285,233,52,263,22,3.24,3.69
2025-02-03,Baku,Digital ID,282,186,96,252,30,4.18,4.23
2025-02-03,Baku,Online Payments,200,155,45,194,6,2.9,3.87
2025-02-03,Baku,Business Registration,198,146,52,182,16,3.78,3.82
2025-02-03,Baku,Citizen Portal,164,139,25,144,20,3.39,3.56
2025-02-03,Ganja,E-Government,140,94,46,131,9,3.77,4.69
2025-02-03,Ganja,Digital ID,139,104,35,120,19,3.26,3.98
2025-02-03,Ganja,Online Payments,295,214,81,273,22,3.55,3.93
2025-02-03,Ganja,Business Registration,291,210,81,281,10,2.47,3.64
2025-02-03,Ganja,Citizen Portal,124,96,28,120,4,2.2,4.21
2025-02-03,Sumgait,E-Government,201,122,79,189,12,2.95,3.69
2025-02-03,Sumgait,Digital ID,84,72,12,73,11,1.59,4.79
2025-02-03,Sumgait,Online Payments,284,220,64,253,31,4.01,4.71
2025-02-03,Sumgait,Business Registration,74,61,13,71,3,3.79,3.77
2025-02-03,Sumgait,Citizen Portal,211,138,73,201,10,3.04,4.15
2025-02-03,Lankaran,E-Government,94,72,22,85,9,3.96,3.62
2025-02-03,Lankaran,Digital ID,88,71,17,83,5,4.36,4.37
2025-02-03,Lankaran,Online Payments,137,98,39,130,7,1.56,4.47
2025-02-03,Lankaran,Business Registration,58,40,18,51,7,2.56,4.0
2025-02-03,Lankaran,Citizen Portal,170,147,23,154,16,3.76,4.49
2025-02-03,Shaki,E-Government,51,43,8,43,8,4.44,3.81
2025-02-03,Shaki,Digital ID,154,133,21,131,23,2.42,4.85
2025-02-03,Shaki,Online Payments,166,99,67,160,6,1.6,3.81
2025-02-03,Shaki,Business Registration,190,152,38,167,23,4.53,4.64
2025-02-03,Shaki,Citizen Portal,179,143,36,173,6,3.98,4.71
2025-02-03,Nakhchivan,E-Government,134,117,17,119,15,4.63,4.65
2025-02-03,Nakhchivan,Digital ID,138,89,49,123,15,1.72,3.77
2025-02-03,Nakhchivan,Online Payments,202,165,37,186,16,2.33,4.26
2025-02-03,Nakhchivan,Business Registration,235,151,84,206,29,2.75,4.45
2025-02-03,Nakhchivan,Citizen Portal,263,189,74,232,31,2.29,4.68
2025-02-04,Baku,E-Government,265,224,41,252,13,2.79,4.65
2025-02-04,Baku,Digital ID,63,41,22,61,2,3.01,4.01
2025-02-04,Baku,Online Payments,266,231,35,235,31,4.75,3.62
2025-02-04,Baku,Business Registration,129,108,21,124,5,2.71,4.79
2025-02-04,Baku,Citizen Portal,204,170,34,180,24,5.15,3.65
2025-02-04,Ganja,E-Government,183,147,36,163,20,3.5,4.47
2025-02-04,Ganja,Digital ID,75,50,25,66,9,1.75,3.77
2025-02-04,Ganja,Online Payments,238,152,86,231,7,2.82,4.49
2025-02-04,Ganja,Business Registration,271,239,32,261,10,2.66,4.67
2025-02-04,Ganja,Citizen Portal,120,76,44,112,8,4.47,4.52
2025-02-04,Sumgait,E-Government,245,192,53,228,17,2.73,4.79
2025-02-04,Sumgait,Digital ID,50,37,13,48,2,3.03,3.75
2025-02-04,Sumgait,Online Payments,124,99,25,115,9,3.11,4.37
2025-02-04,Sumgait,Business Registration,236,184,52,214,22,4.81,4.74
2025-02-04,Sumgait,Citizen Portal,165,145,20,148,17,3.38,4.56
2025-02-04,Lankaran,E-Government,110,77,33,106,4,4.4,3.67
2025-02-04,Lankaran,Digital ID,99,68,31,88,11,1.78,4.02
2025-02-04,Lankaran,Online Payments,99,78,21,87,12,2.5,4.91
2025-02-04,Lankaran,Business Registration,154,98,56,150,4,3.83,4.99
2025-02-04,Lankaran,Citizen Portal,165,125,40,161,4,2.98,4.04
2025-02-04,Shaki,E-Government,170,110,60,148,22,3.35,3.55
2025-02-04,Shaki,Digital ID,241,181,60,209,32,5.43,3.87
2025-02-04,Shaki,Online Payments,258,189,69,248,10,3.62,4.2
2025-02-04,Shaki,Business Registration,238,198,40,208,30,4.78,4.47
2025-02-04,Shaki,Citizen Portal,162,103,59,143,19,1.68,4.9
2025-02-04,Nakhchivan,E-Government,216,150,66,200,16,5.48,4.15
2025-02-04,Nakhchivan,Digital ID,197,118,79,177,20,3.78,4.22
2025-02-04,Nakhchivan,Online Payments,219,145,74,186,33,5.16,4.77
2025-02-04,Nakhchivan,Business Registration,71,60,11,67,4,4.43,4.81
2025-02-04,Nakhchivan,Citizen Portal,120,105,15,108,12,1.98,4.27
2025-02-05,Baku,E-Government,131,81,50,124,7,4.34,3.85
2025-02-05,Baku,Digital ID,232,141,91,227,5,2.43,3.58
2025-02-05,Baku,Online Payments,155,105,50,144,11,1.82,4.18
2025-02-05,Baku,Business Registration,162,118,44,151,11,3.54,4.79
2025-02-05,Baku,Citizen Portal,200,160,40,170,30,3.64,3.56
2025-02-05,Ganja,E-Government,120,89,31,117,3,4.52,3.87
2025-02-05,Ganja,Digital ID,242,209,33,218,24,4.95,3.9
2025-02-05,Ganja,Online Payments,267,187,80,227,40,3.11,3.85
2025-02-05,Ganja,Business Registration,228,138,90,220,8,1.77,4.99
2025-02-05,Ganja,Citizen Portal,231,155,76,203,28,1.77,3.78
2025-02-05,Sumgait,E-Government,112,69,43,98,14,2.95,4.16
2025-02-05,Sumgait,Digital ID,252,219,33,230,22,2.82,3.66
2025-02-05,Sumgait,Online Payments,80,56,24,75,5,5.48,3.97
2025-02-05,Sumgait,Business Registration,264,171,93,251,13,1.99,4.45
2025-02-05,Sumgait,Citizen Portal,196,136,60,167,29,4.54,3.56
2025-02-05,Lankaran,E-Government,134,102,32,115,19,5.32,3.87
2025-02-05,Lankaran,Digital ID,230,147,83,208,22,3.43,3.82
2025-02-05,Lankaran,Online Payments,269,223,46,261,8,5.14,4.73
2025-02-05,Lankaran,Business Registration,72,64,8,66,6,3.51,4.82
2025-02-05,Lankaran,Citizen Portal,286,205,81,263,23,2.14,4.54
2025-02-05,Shaki,E-Government,59,38,21,53,6,4.82,4.48
2025-02-05,Shaki,Digital ID,154,122,32,134,20,3.69,3.63
2025-02-05,Shaki,Online Payments,195,129,66,170,25,5.3,3.81
2025-02-05,Shaki,Business Registration,128,113,15,114,14,1.67,3.77
2025-02-05,Shaki,Citizen Portal,241,152,89,226,15,3.51,4.74
2025-02-05,Nakhchivan,E-Government,129,115,14,116,13,4.6,4.01
2025-02-05,Nakhchivan,Digital ID,128,100,28,119,9,3.3,4.3
2025-02-05,Nakhchivan,Online Payments,120,103,17,111,9,4.73,3.6
2025-02-05,Nakhchivan,Business Registration,50,38,12,46,4,5.21,4.43
2025-02-05,Nakhchivan,Citizen Portal,139,108,31,132,7,3.03,3.7
2025-02-06,Baku,E-Government,123,109,14,115,8,3.76,4.9
2025-02-06,Baku,Digital ID,257,207,50,230,27,4.8,3.81
2025-02-06,Baku,Online Payments,287,212,75,261,26,3.01,4.28
2025-02-06,Baku,Business Registration,62,43,19,58,4,1.6,4.54
2025-02-06,Baku,Citizen Portal,274,234,40,258,16,2.94,3.63
2025-02-06,Ganja,E-Government,90,56,34,78,12,2.69,3.63
2025-02-06,Ganja,Digital ID,278,237,41,250,28,2.48,4.72
2025-02-06,Ganja,Online Payments,117,102,15,101,16,5.36,3.81
2025-02-06,Ganja,Business Registration,252,169,83,228,24,2.63,3.62
2025-02-06,Ganja,Citizen Portal,194,127,67,169,25,5.17,3.99
2025-02-06,Sumgait,E-Government,122,105,17,105,17,1.52,4.25
2025-02-06,Sumgait,Digital ID,169,131,38,163,6,1.7,3.89
2025-02-06,Sumgait,Online Payments,64,42,22,61,3,1.85,4.23
2025-02-06,Sumgait,Business Registration,203,142,61,197,6,3.28,4.23
2025-02-06,Sumgait,Citizen Portal,243,212,31,224,19,2.7,4.15
2025-02-06,Lankaran,E-Government,233,163,70,211,22,4.89,4.04
2025-02-06,Lankaran,Digital ID,101,84,17,93,8,2.86,4.32
2025-02-06,Lankaran,Online Payments,201,171,30,181,20,1.71,4.1
2025-02-06,Lankaran,Business Registration,257,184,73,237,20,3.36,4.43
2025-02-06,Lankaran,Citizen Portal,197,129,68,186,11,3.68,3.81
2025-02-06,Shaki,E-Government,248,184,64,211,37,3.02,3.66
2025-02-06,Shaki,Digital ID,117,95,22,114,3,3.21,4.21
2025-02-06,Shaki,Online Payments,189,167,22,173,16,3.97,4.52
2025-02-06,Shaki,Business Registration,285,181,104,249,36,1.5,3.56
2025-02-06,Shaki,Citizen Portal,250,176,74,223,27,3.05,3.71
2025-02-06,Nakhchivan,E-Government,179,115,64,169,10,3.9,4.6
2025-02-06,Nakhchivan,Digital ID,115,98,17,104,11,2.74,4.91
2025-02-06,Nakhchivan,Online Payments,287,178,109,277,10,1.98,3.99
2025-02-06,Nakhchivan,Business Registration,172,134,38,153,19,2.27,4.33
2025-02-06,Nakhchivan,Citizen Portal,68,47,21,65,3,1.85,4.67
2025-02-07,Baku,E-Government,236,189,47,209,27,4.81,4.61
2025-02-07,Baku,Digital ID,230,174,56,214,16,2.29,3.82
2025-02-07,Baku,Online Payments,198,163,35,189,9,4.32,4.89
2025-02-07,Baku,Business Registration,174,127,47,169,5,4.38,4.9
2025-02-07,Baku,Citizen Portal,157,98,59,144,13,4.79,3.65
2025-02-07,Ganja,E-Government,244,168,76,224,20,3.76,4.4
2025-02-07,Ganja,Digital ID,190,154,36,179,11,5.09,4.37
2025-02-07,Ganja,Online Payments,68,59,9,64,4,3.87,3.79
2025-02-07,Ganja,Business Registration,100,74,26,85,15,2.5,4.11
2025-02-07,Ganja,Citizen Portal,299,209,90,274,25,2.29,4.71
2025-02-07,Sumgait,E-Government,57,47,10,51,6,3.53,4.78
2025-02-07,Sumgait,Digital ID,291,198,93,268,23,2.89,4.9
2025-02-07,Sumgait,Online Payments,265,189,76,235,30,4.4,4.75
2025-02-07,Sumgait,Business Registration,238,176,62,212,26,5.18,3.52
2025-02-07,Sumgait,Citizen Portal,194,152,42,166,28,2.8,4.51
2025-02-07,Lankaran,E-Government,198,149,49,184,14,2.45,4.23
2025-02-07,Lankaran,Digital ID,236,197,39,223,13,3.33,4.77
2025-02-07,Lankaran,Online Payments,91,59,32,83,8,4.57,3.59
2025-02-07,Lankaran,Business Registration,75,55,20,71,4,3.11,4.14
2025-02-07,Lankaran,Citizen Portal,136,86,50,116,20,3.25,4.77
2025-02-07,Shaki,E-Government,67,42,25,60,7,3.97,4.79
2025-02-07,Shaki,Digital ID,295,234,61,264,31,3.97,4.83
2025-02-07,Shaki,Online Payments,102,64,38,96,6,5.37,4.96
2025-02-07,Shaki,Business Registration,213,160,53,188,25,3.57,4.77
2025-02-07,Shaki,Citizen Portal,259,190,69,236,23,4.53,3.92
2025-02-07,Nakhchivan,E-Government,114,71,43,103,11,1.95,3.76
2025-02-07,Nakhchivan,Digital ID,161,126,35,148,13,2.5,4.01
2025-02-07,Nakhchivan,Online Payments,139,104,35,119,20,4.51,4.86
2025-02-07,Nakhchivan,Business Registration,157,139,18,141,16,3.91,3.62
2025-02-07,Nakhchivan,Citizen Portal,278,199,79,267,11,2.88,3.55
2025-02-08,Baku,E-Government,237,199,38,206,31,3.65,3.79
2025-02-08,Baku,Digital ID,101,79,22,87,14,2.74,3.8
2025-02-08,Baku,Online Payments,176,140,36,158,18,2.69,4.44
2025-02-08,Baku,Business Registration,277,229,48,252,25,2.4,4.42
2025-02-08,Baku,Citizen Portal,214,192,22,194,20,2.51,4.16
2025-02-08,Ganja,E-Government,280,185,95,242,38,2.31,4.65
2025-02-08,Ganja,Digital ID,117,99,18,111,6,2.77,3.51
2025-02-08,Ganja,Online Payments,139,117,22,134,5,1.85,4.31
2025-02-08,Ganja,Business Registration,231,182,49,215,16,1.98,4.97
2025-02-08,Ganja,Citizen Portal,275,226,49,267,8,4.21,4.05
2025-02-08,Sumgait,E-Government,91,66,25,84,7,2.36,4.44
2025-02-08,Sumgait,Digital ID,150,131,19,131,19,4.69,4.61
2025-02-08,Sumgait,Online Payments,54,38,16,47,7,2.31,4.93
2025-02-08,Sumgait,Business Registration,144,114,30,135,9,5.41,4.07
2025-02-08,Sumgait,Citizen Portal,213,167,46,198,15,4.9,4.61
2025-02-08,Lankaran,E-Government,112,89,23,99,13,3.87,4.23
2025-02-08,Lankaran,Digital ID,222,149,73,197,25,5.2,3.85
2025-02-08,Lankaran,Online Payments,147,109,38,128,19,2.92,4.1
2025-02-08,Lankaran,Business Registration,140,120,20,129,11,4.2,3.52
2025-02-08,Lankaran,Citizen Portal,239,191,48,216,23,4.3,4.12
2025-02-08,Shaki,E-Government,248,167,81,240,8,2.02,4.7
2025-02-08,Shaki,Digital ID,288,204,84,281,7,3.18,4.25
2025-02-08,Shaki,Online Payments,265,196,69,237,28,3.64,4.58
2025-02-08,Shaki,Business Registration,76,56,20,69,7,3.04,4.95
2025-02-08,Shaki,Citizen Portal,263,212,51,253,10,5.49,4.14
2025-02-08,Nakhchivan,E-Government,125,95,30,113,12,5.01,3.81
2025-02-08,Nakhchivan,Digital ID,136,88,48,116,20,4.79,3.97
2025-02-08,Nakhchivan,Online Payments,198,136,62,180,18,4.93,3.96
2025-02-08,Nakhchivan,Business Registration,195,127,68,178,17,4.36,4.96
2025-02-08,Nakhchivan,Citizen Portal,93,62,31,81,12,2.83,4.91
2025-02-09,Baku,E-Government,118,71,47,107,11,2.82,3.58
2025-02-09,Baku,Digital ID,171,126,45,161,10,5.43,3.58
2025-02-09,Baku,Online Payments,185,117,68,180,5,4.04,4.65
2025-02-09,Baku,Business Registration,98,59,39,93,5,2.04,4.2
2025-02-09,Baku,Citizen Portal,238,209,29,216,22,2.66,4.34
2025-02-09,Ganja,E-Government,190,157,33,183,7,3.23,4.3
2025-02-09,Ganja,Digital ID,171,115,56,156,15,5.14,4.68
2025-02-09,Ganja,Online Payments,268,210,58,260,8,5.35,4.26
2025-02-09,Ganja,Business Registration,197,150,47,190,7,2.55,4.21
2025-02-09,Ganja,Citizen Portal,224,153,71,198,26,3.12,5.0
2025-02-09,Sumgait,E-Government,180,152,28,162,18,3.29,4.6
2025-02-09,Sumgait,Digital ID,286,215,71,252,34,2.77,3.63
2025-02-09,Sumgait,Online Payments,262,194,68,246,16,3.07,3.89
2025-02-09,Sumgait,Business Registration,290,253,37,246,44,4.74,4.92
2025-02-09,Sumgait,Citizen Portal,184,141,43,170,14,5.27,4.68
2025-02-09,Lankaran,E-Government,76,51,25,69,7,4.27,4.6
2025-02-09,Lankaran,Digital ID,216,185,31,210,6,2.45,4.82
2025-02-09,Lankaran,Online Payments,217,141,76,212,5,4.91,4.25
2025-02-09,Lankaran,Business Registration,265,163,102,234,31,1.92,3.94
2025-02-09,Lankaran,Citizen Portal,219,196,23,203,16,2.98,4.66
2025-02-09,Shaki,E-Government,148,89,59,143,5,1.62,3.86
2025-02-09,Shaki,Digital ID,205,152,53,195,10,3.81,4.01
2025-02-09,Shaki,Online Payments,125,101,24,109,16,4.5,3.85
2025-02-09,Shaki,Business Registration,172,103,69,160,12,3.54,4.17
2025-02-09,Shaki,Citizen Portal,223,139,84,210,13,4.12,4.81
2025-02-09,Nakhchivan,E-Government,131,112,19,121,10,4.37,4.06
2025-02-09,Nakhchivan,Digital ID,195,124,71,172,23,3.82,4.58
2025-02-09,Nakhchivan,Online Payments,249,221,28,242,7,2.49,4.02
2025-02-09,Nakhchivan,Business Registration,53,45,8,47,6,5.06,3.74
2025-02-09,Nakhchivan,Citizen Portal,255,205,50,225,30,4.45,3.58
2025-02-10,Baku,E-Government,117,99,18,101,16,4.49,3.57
2025-02-10,Baku,Digital ID,155,107,48,135,20,2.74,4.96
2025-02-10,Baku,Online Payments,195,162,33,178,17,4.06,4.68
2025-02-10,Baku,Business Registration,120,96,24,113,7,3.93,3.63
2025-02-10,Baku,Citizen Portal,168,101,67,153,15,5.45,3.92
2025-02-10,Ganja,E-Government,211,179,32,180,31,4.88,4.19
2025-02-10,Ganja,Digital ID,244,215,29,228,16,1.98,3.6
2025-02-10,Ganja,Online Payments,142,100,42,132,10,3.68,3.69
2025-02-10,Ganja,Business Registration,280,228,52,247,33,4.54,4.58
2025-02-10,Ganja,Citizen Portal,186,123,63,166,20,3.06,4.96
2025-02-10,Sumgait,E-Government,236,171,65,214,22,2.71,4.57
2025-02-10,Sumgait,Digital ID,84,57,27,76,8,4.61,4.79
2025-02-10,Sumgait,Online Payments,127,76,51,118,9,2.23,3.85
2025-02-10,Sumgait,Business Registration,130,105,25,110,20,3.14,3.99
2025-02-10,Sumgait,Citizen Portal,220,189,31,199,21,2.05,4.79
2025-02-10,Lankaran,E-Government,237,173,64,223,14,4.27,4.98
2025-02-10,Lankaran,Digital ID,90,56,34,83,7,3.63,4.19
2025-02-10,Lankaran,Online Payments,106,87,19,97,9,2.6,4.21
2025-02-10,Lankaran,Business Registration,54,40,14,50,4,2.2,4.32
2025-02-10,Lankaran,Citizen Portal,165,124,41,141,24,2.43,4.24
2025-02-10,Shaki,E-Government,115,101,14,99,16,4.11,3.58
2025-02-10,Shaki,Digital ID,257,189,68,222,35,5.21,4.8
2025-02-10,Shaki,Online Payments,174,120,54,161,13,2.71,4.85
2025-02-10,Shaki,Business Registration,133,84,49,124,9,4.84,4.37
2025-02-10,Shaki,Citizen Portal,101,68,33,96,5,2.51,4.74
2025-02-10,Nakhchivan,E-Government,167,104,63,151,16,2.67,4.32
2025-02-10,Nakhchivan,Digital ID,219,159,60,214,5,2.38,3.65
2025-02-10,Nakhchivan,Online Payments,151,97,54,145,6,3.61,4.2
2025-02-10,Nakhchivan,Business Registration,108,94,14,97,11,2.02,4.61
2025-02-10,Nakhchivan,Citizen Portal,238,148,90,205,33,1.7,3.89
2025-02-11,Baku,E-Government,219,190,29,189,30,3.05,4.73
2025-02-11,Baku,Digital ID,102,86,16,96,6,1.95,4.6
2025-02-11,Baku,Online Payments,142,121,21,123,19,3.25,4.2
2025-02-11,Baku,Business Registration,297,203,94,288,9,1.6,4.55
2025-02-11,Baku,Citizen Portal,204,136,68,184,20,2.89,3.53
2025-02-11,Ganja,E-Government,213,180,33,198,15,4.09,3.69
2025-02-11,Ganja,Digital ID,208,140,68,197,11,4.51,4.38
2025-02-11,Ganja,Online Payments,240,170,70,229,11,4.31,4.19
2025-02-11,Ganja,Business Registration,118,101,17,107,11,4.64,4.92
2025-02-11,Ganja,Citizen Portal,163,113,50,149,14,1.76,4.96
2025-02-11,Sumgait,E-Government,226,202,24,211,15,4.77,4.62
2025-02-11,Sumgait,Digital ID,139,113,26,122,17,2.76,3.69
2025-02-11,Sumgait,Online Payments,172,108,64,146,26,2.06,4.57
2025-02-11,Sumgait,Business Registration,62,45,17,56,6,1.81,4.51
2025-02-11,Sumgait,Citizen Portal,215,161,54,198,17,2.05,4.91
2025-02-11,Lankaran,E-Government,249,167,82,229,20,2.27,3.65
2025-02-11,Lankaran,Digital ID,164,129,35,139,25,4.38,4.27
2025-02-11,Lankaran,Online Payments,95,69,26,84,11,3.69,3.64
2025-02-11,Lankaran,Business Registration,203,167,36,191,12,4.98,3.78
2025-02-11,Lankaran,Citizen Portal,86,53,33,79,7,4.86,3.53
2025-02-11,Shaki,E-Government,205,129,76,179,26,5.49,4.31
2025-02-11,Shaki,Digital ID,298,232,66,263,35,1.61,4.6
2025-02-11,Shaki,Online Payments,220,187,33,207,13,4.25,4.84
2025-02-11,Shaki,Business Registration,91,64,27,78,13,2.02,4.51
2025-02-11,Shaki,Citizen Portal,166,130,36,142,24,3.55,4.01
2025-02-11,Nakhchivan,E-Government,174,146,28,160,14,3.97,4.67
2025-02-11,Nakhchivan,Digital ID,299,238,61,285,14,4.19,4.25
2025-02-11,Nakhchivan,Online Payments,73,50,23,68,5,2.76,4.94
2025-02-11,Nakhchivan,Business Registration,165,146,19,144,21,4.66,4.66
2025-02-11,Nakhchivan,Citizen Portal,265,177,88,242,23,5.16,3.82
2025-02-12,Baku,E-Government,251,207,44,229,22,5.15,3.72
2025-02-12,Baku,Digital ID,258,174,84,249,9,3.8,4.03
2025-02-12,Baku,Online Payments,242,200,42,215,27,3.29,4.11
2025-02-12,Baku,Business Registration,187,112,75,182,5,5.12,3.58
2025-02-12,Baku,Citizen Portal,248,167,81,240,8,2.56,4.84
2025-02-12,Ganja,E-Government,150,132,18,131,19,3.95,3.83
2025-02-12,Ganja,Digital ID,69,50,19,67,2,4.21,3.95
2025-02-12,Ganja,Online Payments,105,65,40,100,5,2.84,4.36
2025-02-12,Ganja,Business Registration,129,93,36,122,7,2.07,3.7
2025-02-12,Ganja,Citizen Portal,156,127,29,149,7,3.68,3.63
2025-02-12,Sumgait,E-Government,229,193,36,205,24,4.12,4.31
2025-02-12,Sumgait,Digital ID,70,46,24,59,11,1.57,3.65
2025-02-12,Sumgait,Online Payments,139,102,37,134,5,3.78,4.75
2025-02-12,Sumgait,Business Registration,255,179,76,222,33,1.53,4.2
2025-02-12,Sumgait,Citizen Portal,146,130,16,137,9,2.47,4.7
2025-02-12,Lankaran,E-Government,292,194,98,280,12,4.77,4.17
2025-02-12,Lankaran,Digital ID,78,56,22,70,8,2.74,4.64
2025-02-12,Lankaran,Online Payments,155,113,42,150,5,5.31,3.86
2025-02-12,Lankaran,Business Registration,226,152,74,194,32,2.57,4.87
2025-02-12,Lankaran,Citizen Portal,174,112,62,155,19,2.76,4.69
2025-02-12,Shaki,E-Government,128,91,37,119,9,2.08,4.73
2025-02-12,Shaki,Digital ID,257,226,31,251,6,4.97,3.76
2025-02-12,Shaki,Online Payments,151,91,60,146,5,2.58,4.73
2025-02-12,Shaki,Business Registration,266,223,43,228,38,3.15,4.52
2025-02-12,Shaki,Citizen Portal,101,88,13,92,9,4.68,3.7
2025-02-12,Nakhchivan,E-Government,208,146,62,178,30,4.44,4.28
2025-02-12,Nakhchivan,Digital ID,163,111,52,155,8,3.01,3.63
2025-02-12,Nakhchivan,Online Payments,203,146,57,183,20,3.56,4.56
2025-02-12,Nakhchivan,Business Registration,280,250,30,267,13,2.63,3.61
2025-02-12,Nakhchivan,Citizen Portal,90,71,19,85,5,4.65,3.87
2025-02-13,Baku,E-Government,126,107,19,114,12,4.33,4.6
2025-02-13,Baku,Digital ID,220,155,65,208,12,3.5,3.69
2025-02-13,Baku,Online Payments,167,126,41,163,4,3.4,4.72
2025-02-13,Baku,Business Registration,102,71,31,91,11,5.06,4.72
2025-02-13,Baku,Citizen Portal,277,216,61,258,19,3.17,3.72
2025-02-13,Ganja,E-Government,153,93,60,142,11,2.61,4.17
2025-02-13,Ganja,Digital ID,284,233,51,253,31,3.52,3.74
2025-02-13,Ganja,Online Payments,122,80,42,115,7,4.16,4.02
2025-02-13,Ganja,Business Registration,177,113,64,150,27,1.58,4.38
2025-02-13,Ganja,Citizen Portal,239,181,58,209,30,4.5,4.62
2025-02-13,Sumgait,E-Government,82,60,22,77,5,2.43,4.72
2025-02-13,Sumgait,Digital ID,75,49,26,67,8,3.26,3.6
2025-02-13,Sumgait,Online Payments,226,163,63,199,27,4.97,4.5
2025-02-13,Sumgait,Business Registration,72,44,28,67,5,1.72,4.87
2025-02-13,Sumgait,Citizen Portal,254,228,26,231,23,3.44,4.35
2025-02-13,Lankaran,E-Government,162,139,23,156,6,1.5,4.39
2025-02-13,Lankaran,Digital ID,218,163,55,190,28,3.36,3.87
2025-02-13,Lankaran,Online Payments,119,101,18,108,11,3.45,4.9
2025-02-13,Lankaran,Business Registration,191,145,46,165,26,3.0,3.65
2025-02-13,Lankaran,Citizen Portal,190,140,50,165,25,2.71,3.58
2025-02-13,Shaki,E-Government,101,72,29,98,3,4.34,4.13
2025-02-13,Shaki,Digital ID,279,199,80,238,41,4.92,4.04
2025-02-13,Shaki,Online Payments,241,186,55,208,33,5.36,3.76
2025-02-13,Shaki,Business Registration,182,161,21,161,21,3.42,4.96
2025-02-13,Shaki,Citizen Portal,141,110,31,136,5,1.81,4.0
2025-02-13,Nakhchivan,E-Government,222,160,62,195,27,3.63,4.99
2025-02-13,Nakhchivan,Digital ID,107,71,36,94,13,2.63,4.12
2025-02-13,Nakhchivan,Online Payments,91,79,12,81,10,1.91,4.55
2025-02-13,Nakhchivan,Business Registration,292,204,88,248,44,4.22,4.74
2025-02-13,Nakhchivan,Citizen Portal,75,67,8,70,5,4.47,3.55
2025-02-14,Baku,E-Government,230,180,50,204,26,2.97,4.65
2025-02-14,Baku,Digital ID,298,189,109,286,12,2.06,4.28
2025-02-14,Baku,Online Payments,93,69,24,89,4,5.13,3.63
2025-02-14,Baku,Business Registration,293,194,99,280,13,2.37,4.31
2025-02-14,Baku,Citizen Portal,264,225,39,234,30,5.31,3.57
2025-02-14,Ganja,E-Government,290,206,84,282,8,2.59,4.1
2025-02-14,Ganja,Digital ID,164,145,19,140,24,2.07,3.52
2025-02-14,Ganja,Online Payments,154,93,61,131,23,3.9,4.01
2025-02-14,Ganja,Business Registration,229,174,55,208,21,3.5,3.61
2025-02-14,Ganja,Citizen Portal,291,185,106,276,15,2.34,3.99
2025-02-14,Sumgait,E-Government,116,92,24,101,15,4.99,4.42
2025-02-14,Sumgait,Digital ID,202,126,76,188,14,4.55,4.38
2025-02-14,Sumgait,Online Payments,152,102,50,145,7,4.77,4.97
2025-02-14,Sumgait,Business Registration,208,137,71,196,12,4.97,4.28
2025-02-14,Sumgait,Citizen Portal,261,199,62,224,37,3.17,4.78
2025-02-14,Lankaran,E-Government,88,78,10,85,3,4.56,3.62
2025-02-14,Lankaran,Digital ID,221,141,80,208,13,1.9,4.43
